Day,Month,Hour,Temperature_mean,Temperature_min,Temperature_max,Temperature_std,Pressure_mean,Pressure_min,Pressure_max,Pressure_std,Humidity_mean,Humidity_min,Humidity_max,Humidity_std,WindDirection_mean,WindDirection_min,WindDirection_max,WindDirection_std,Speed_mean,Speed_min,Speed_max,Speed_std,Radiation_mean,SunDurationMinutes_mean,TimeSunRise_first,TimeSunSet_first
24,11,13,49.916666666666664,48,51,1.0836246694508327,30.45,30.45,30.45,0.0,97.08333333333333,95,99,1.5642792899510307,84.005,0.7,323.24,84.13161328861736,6.7475,3.37,14.62,3.2880475693307445,558.8275,665.0,6.616666666666667,17.7
3,9,8,58.083333333333336,57,59,0.9003366373785192,30.445833333333336,30.44,30.45,0.005149286505443146,87.41666666666667,85,91,1.7816403745544227,282.09,239.2,314.48,26.090747227879277,8.435,5.62,13.5,2.606821471029073,509.74333333333334,748.0,6.133333333333334,18.6
13,10,9,63.583333333333336,62,65,0.7929614610987663,30.49,30.49,30.49,0.0,26.5,24,28,1.2431631210161218,79.91250000000001,8.13,353.0,94.50371355137321,5.904166666666666,2.25,10.12,2.497804338844721,743.5450000000001,704.0,6.283333333333333,18.016666666666666
16,10,9,64.41666666666667,63,66,0.9962049198956182,30.540000000000003,30.54,30.54,0.0,16.833333333333332,16,18,0.8348471099367221,97.64166666666667,35.1,154.12,44.20080826766804,4.121666666666667,0.0,7.87,2.597946158492174,648.67,701.0,6.3,17.983333333333334
3,9,17,57.916666666666664,57,58,0.28867513459481403,30.423333333333336,30.42,30.43,0.004923659639173741,95.58333333333333,94,99,1.676486224400922,165.80583333333334,50.77,315.24,105.94104874095468,2.435,0.0,7.87,2.187894380033419,45.9175,748.0,6.133333333333334,18.6
14,11,14,54.083333333333336,53,55,0.6685579234215205,30.429999999999996,30.43,30.43,0.0,98.5,98,99,0.5222329678670918,104.45166666666667,19.11,336.5,110.8252531800593,5.715833333333333,1.12,7.87,2.371215485523802,499.26,672.0,6.516666666666667,17.716666666666665
8,11,9,57.25,57,58,0.4522670168666453,30.449166666666667,30.44,30.45,0.0028867513459476476,60.333333333333336,47,72,7.831560082980486,100.02666666666666,0.1,359.93,152.37674675459886,3.654166666666667,1.12,5.62,1.4488017515007063,652.0375,678.0,6.45,17.75
24,12,13,59.0,58,60,0.6030226891555273,30.4175,30.41,30.43,0.006215815605080872,50.416666666666664,39,61,6.855102059227436,108.8125,18.13,354.32,115.51810744522813,7.496666666666666,1.12,12.37,3.157027754458969,822.3033333333333,656.0,6.9,17.833333333333332
17,11,17,56.666666666666664,55,58,1.1547005383792506,30.40833333333333,30.4,30.42,0.00577350269189939,20.583333333333332,18,24,2.429303429280738,101.615,59.44,159.98,35.552236472292684,4.684166666666667,1.12,11.25,2.872134012868966,34.839166666666664,671.0,6.533333333333333,17.716666666666665
6,9,9,58.416666666666664,57,60,0.7929614610987589,30.42,30.42,30.42,0.0,66.5,43,78,8.939188492759895,73.3625,12.63,353.18,91.28487220334932,5.6225,2.25,9.0,1.7301819399862388,775.0825,746.0,6.133333333333334,18.566666666666666
11,11,14,63.083333333333336,62,64,0.5149286505444377,30.4525,30.45,30.46,0.004522670168666745,51.166666666666664,40,58,5.921199714636054,52.350833333333334,9.63,353.05,96.13681883444066,6.935833333333334,3.37,11.25,2.708164283768396,688.195,675.0,6.483333333333333,17.733333333333334
5,9,18,53.083333333333336,52,55,0.9962049198956231,30.404166666666665,30.4,30.41,0.005149286505443647,99.08333333333333,98,100,0.7929614610987558,99.8675,5.88,340.47,116.09671094902654,1.9666666666666668,0.0,3.37,1.1862341738255204,9.1275,747.0,6.133333333333334,18.583333333333332
29,11,14,48.916666666666664,48,49,0.28867513459481403,30.385833333333334,30.38,30.39,0.005149286505445907,92.0,88,96,2.6285149626910855,94.21166666666666,39.08,142.15,36.296930707538884,6.840833333333333,1.12,11.25,3.3750325475422747,329.2558333333333,662.0,6.666666666666667,17.7
16,11,14,66.41666666666667,65,67,0.668557923421523,30.410833333333333,30.41,30.42,0.0028867513459487197,15.5,13,17,1.0871146130092177,104.10583333333334,37.74,254.52,59.41490897353403,11.435,5.62,20.25,4.095015817485269,716.3449999999999,671.0,6.533333333333333,17.716666666666665
24,10,12,58.333333333333336,58,59,0.49236596391733056,30.435000000000002,30.42,30.44,0.006741998624632904,77.16666666666667,69,80,3.3257489473208963,67.26083333333334,0.15,259.34,68.39663328481139,9.3725,3.37,15.75,4.40571761774092,939.9883333333333,692.0,6.35,17.883333333333333
2,9,13,63.333333333333336,62,64,0.6513389472789293,30.445000000000004,30.44,30.45,0.005222329678670721,66.91666666666667,59,70,3.8009169547583723,113.56333333333333,17.75,349.59,115.98993422889868,7.965833333333333,4.5,16.87,4.025140219654315,1015.3733333333333,750.0,6.116666666666666,18.616666666666667
25,9,16,59.666666666666664,59,61,0.8876253645985933,30.43916666666667,30.43,30.44,0.0028867513459487197,74.33333333333333,52,86,12.787304309945533,188.225,0.18,349.59,165.06047649270857,4.966666666666666,0.0,10.12,3.2338222060908137,431.1133333333333,724.0,6.2,18.266666666666666
5,10,12,56.75,56,58,0.7537783614444091,30.445833333333336,30.44,30.45,0.005149286505443313,100.66666666666667,100,101,0.49236596391732873,66.42,13.16,352.58,92.26292321404085,6.279166666666666,4.5,10.12,1.885212591500363,467.77583333333337,714.0,6.233333333333333,18.133333333333333
5,11,10,62.0,61,63,0.42640143271122183,30.500833333333333,30.5,30.51,0.00288675134594854,27.583333333333332,24,30,2.0207259421636903,32.87583333333333,6.53,73.19,20.68147544338052,8.246666666666666,4.5,10.12,2.2144169490505674,835.6558333333334,680.0,6.433333333333334,17.766666666666666
29,10,7,47.916666666666664,47,49,0.5149286505444377,30.41416666666667,30.4,30.42,0.006685579234217758,102.0,102,102,0.0,123.04166666666667,68.07,172.69,37.03719355000601,4.215833333333333,1.12,10.12,3.1490877707486638,81.815,687.0,6.383333333333334,17.833333333333332
27,9,17,56.75,56,57,0.4522670168666463,30.37166666666667,30.37,30.38,0.003892494720805906,86.75,83,88,1.4847711791873746,32.77583333333333,2.84,61.05,19.35914745414981,2.2466666666666666,1.12,6.75,1.7965893613548236,68.46833333333333,722.0,6.216666666666667,18.25
26,11,8,49.416666666666664,44,53,2.6443192398846693,30.459999999999997,30.46,30.46,0.0,48.75,36,66,8.635287014233043,124.67,28.59,239.66,64.57167025871331,9.746666666666668,3.37,16.87,4.482846768685626,359.21750000000003,664.0,6.633333333333333,17.7
23,12,7,46.0,45,49,1.1281521496355327,30.459166666666665,30.45,30.46,0.0028867513459487197,34.916666666666664,32,38,2.1514618004482178,136.3825,81.24,174.08,26.41013824789123,6.841666666666666,4.5,10.12,1.9464692199576192,16.790833333333335,656.0,6.9,17.833333333333332
15,9,16,53.333333333333336,53,54,0.5773502691896263,30.41,30.41,30.41,0.0,93.33333333333333,93,94,0.5773502691896247,178.09333333333333,144.43,245.4,58.289284035175235,4.496666666666667,2.25,7.87,2.9745812030155325,55.26333333333334,736.0,6.166666666666667,18.433333333333334
2,9,8,61.27272727272727,59,63,1.1908743922773,30.46090909090909,30.46,30.47,0.0030151134457782197,32.0,28,38,3.549647869859772,94.5290909090909,0.59,300.69,93.94395057208799,4.701818181818182,0.0,12.37,3.5141622563046746,545.4236363636363,750.0,6.116666666666666,18.616666666666667
19,12,9,51.583333333333336,50,54,1.4433756729740683,30.526666666666667,30.52,30.54,0.0065133894727906075,85.5,83,88,1.6787441193290467,154.71416666666667,125.81,172.28,11.78946483351157,8.1525,4.5,12.37,1.8645746529339167,202.57000000000002,656.0,6.866666666666667,17.8
15,12,11,50.18181818181818,49,51,0.873862897505303,30.267272727272726,30.26,30.27,0.00467099366496797,93.36363636363636,91,96,1.8040358795061313,316.16727272727275,306.79,332.92,9.2153579321794,12.884545454545453,10.12,15.75,1.7702675709415436,363.27454545454543,656.0,6.833333333333333,17.766666666666666
1,11,9,56.833333333333336,56,58,0.7177405625652724,30.501666666666665,30.5,30.51,0.003892494720806991,33.416666666666664,32,35,1.1645001528813137,82.31833333333333,35.25,135.18,36.63487777647101,4.8725,0.0,14.62,4.244930934227745,444.6566666666667,684.0,6.4,17.8
13,9,10,63.333333333333336,61,65,1.4974726182552514,30.47,30.47,30.47,0.0,53.166666666666664,51,57,2.081665999466132,272.235,0.79,357.48,110.43489159599055,4.59,0.0,12.37,3.7902674407919115,931.43,737.0,6.166666666666667,18.45
19,11,10,52.833333333333336,52,53,0.38924947208076166,30.456666666666667,30.45,30.46,0.0049236596391745505,68.66666666666667,51,76,7.0624916197322225,101.935,2.72,336.51,111.86744148158732,9.091666666666667,4.5,12.37,2.4673535079784035,747.5016666666667,668.0,6.566666666666666,17.7
26,10,7,51.25,48,57,2.9886147596868655,30.425,30.42,30.43,0.005222329678670555,23.25,16,28,4.180582821482281,165.60916666666665,137.05,187.21,18.042885003303226,7.123333333333334,2.25,10.12,1.8771367622638537,166.05833333333334,691.0,6.35,17.866666666666667
3,9,9,60.0,59,61,0.4472135954999588,30.456363636363633,30.45,30.46,0.005045249791096226,84.0,82,86,1.414213562373093,290.5,168.54,318.52,42.76672514934947,7.668181818181818,3.37,10.12,2.6052516891149615,652.4454545454545,748.0,6.133333333333334,18.6
17,9,12,58.583333333333336,58,59,0.5149286505444383,30.479166666666668,30.47,30.49,0.005149286505442926,94.83333333333333,92,99,2.8550858396053793,97.84916666666668,0.62,354.86,123.33414306142875,7.121666666666666,1.12,10.12,2.8511969841496825,721.0583333333334,734.0,6.166666666666667,18.4
20,12,7,45.5,44,48,1.3142574813455408,30.5325,30.53,30.54,0.004522670168666437,77.83333333333333,75,80,1.4034589305344742,164.355,139.63,184.61,15.431307904269289,7.029166666666666,4.5,9.0,1.3674558881589587,50.4975,656.0,6.866666666666667,17.8
26,9,14,58.916666666666664,58,59,0.28867513459481403,30.39,30.38,30.4,0.004264014327112769,74.33333333333333,72,80,2.5346089292516973,121.31416666666667,5.49,353.76,132.47210433338464,7.779166666666666,2.25,12.37,3.013217725390261,881.715,723.0,6.2,18.25
20,9,15,58.833333333333336,57,60,1.2673044646258478,30.38,30.38,30.38,0.0,87.25,84,92,2.864357773488754,99.45833333333333,0.1,353.5,149.42121303904813,5.715833333333333,3.37,7.87,1.3960753973734783,445.1775,730.0,6.183333333333334,18.35
28,12,14,50.75,50,51,0.4522670168666458,30.345833333333335,30.34,30.35,0.005149286505443746,96.91666666666667,94,98,1.3789543689024493,96.80999999999999,11.11,341.03,116.36575816247351,6.465833333333333,4.5,10.12,1.7364878783093047,486.90333333333336,656.0,6.933333333333334,17.866666666666667
29,10,9,49.833333333333336,49,51,0.7177405625652727,30.4375,30.43,30.44,0.004522670168665624,102.0,102,102,0.0,85.5425,13.39,140.27,41.37326873609445,6.184166666666667,2.25,12.37,3.3401237275214095,402.56666666666666,687.0,6.383333333333334,17.833333333333332
9,10,7,51.416666666666664,49,56,2.5390883594254245,30.4175,30.41,30.43,0.00621581560508288,75.08333333333333,72,77,1.6764862244009222,194.73583333333332,186.09,207.16,6.8853037938302615,7.965833333333333,3.37,12.37,2.974272893065504,217.14583333333334,708.0,6.266666666666667,18.066666666666666
11,12,8,49.083333333333336,46,52,2.151461800448219,30.413333333333338,30.41,30.42,0.0049236596391745505,98.0,96,99,1.2792042981336593,178.32500000000002,177.89,179.08,0.2650728887752241,1.5908333333333333,0.0,4.5,1.3104229597093198,318.0541666666667,657.0,6.783333333333333,17.733333333333334
3,12,15,45.0,45,45,0.0,30.284166666666668,30.28,30.29,0.0051492865054432405,93.0,93,93,0.0,302.67,289.43,316.85,9.111618956036297,7.215833333333333,4.5,11.25,1.6931490743223967,111.05166666666666,661.0,6.7,17.716666666666665
19,11,11,55.0,54,56,0.7385489458759976,30.4475,30.44,30.45,0.0045226701686654205,56.583333333333336,51,62,3.3698754585385795,78.88250000000001,21.69,117.89,33.58337633277945,7.778333333333333,2.25,11.25,2.9747599852251896,875.6975000000001,668.0,6.566666666666666,17.7
23,11,10,51.333333333333336,50,52,0.6513389472789304,30.445833333333336,30.44,30.45,0.005149286505443385,90.08333333333333,88,91,0.9003366373785239,98.38,30.49,349.15,82.50871182652608,6.466666666666666,3.37,9.0,2.0436968879207527,753.8325,666.0,6.6,17.7
26,11,11,55.75,53,60,2.5271255679850246,30.453333333333333,30.45,30.46,0.004923659639174923,73.66666666666667,36,89,17.153495977276012,100.4925,17.68,327.6,88.91807088295076,7.123333333333334,1.12,13.5,3.504024525996911,785.355,664.0,6.633333333333333,17.7
25,10,10,64.25,63,65,0.8660254037844302,30.49,30.49,30.49,0.0,39.0,34,45,4.11206650105405,262.77333333333337,0.11,359.92,158.656774335117,4.779166666666667,2.25,9.0,2.355347719294941,865.0425,691.0,6.35,17.866666666666667
26,9,15,58.083333333333336,58,59,0.28867513459481253,30.388333333333335,30.38,30.39,0.003892494720807568,76.25,70,79,3.0188799849673367,73.88666666666667,15.15,352.07,90.13172858083715,8.153333333333332,3.37,14.62,3.656360170575335,672.4675000000001,723.0,6.2,18.25
15,11,13,56.416666666666664,54,58,1.0836246694508298,30.445833333333336,30.44,30.45,0.005149286505443385,84.08333333333333,78,92,3.9186809778368814,96.71583333333332,32.52,177.61,41.516404744134434,7.966666666666668,3.37,16.87,3.760423896156905,840.6266666666667,672.0,6.516666666666667,17.716666666666665
14,12,7,38.416666666666664,38,39,0.5149286505444335,30.296666666666667,30.29,30.3,0.004923659639174923,57.166666666666664,56,59,1.0298573010888739,226.6775,216.1,237.79,6.448852082488639,5.998333333333334,4.5,9.0,1.2995651953517746,18.2475,657.0,6.816666666666666,17.766666666666666
1,9,13,61.63636363636363,61,62,0.5045249791095138,30.44,30.43,30.45,0.006324555320334674,63.36363636363637,57,68,3.264130122183467,104.27,28.19,339.64,99.21375317968774,6.645454545454545,2.25,10.12,2.5869726076491943,1024.2536363636364,751.0,6.116666666666666,18.633333333333333
2,11,14,62.166666666666664,61,63,0.5773502691896257,30.418333333333337,30.41,30.42,0.0038924947208078963,23.666666666666668,21,27,1.5569978883230462,120.9775,10.91,359.92,140.20250510827674,5.905,2.25,11.25,2.961724006538943,748.6833333333334,684.0,6.4,17.8
19,9,12,66.91666666666667,66,67,0.28867513459481575,30.435833333333335,30.43,30.44,0.005149286505445393,23.416666666666668,15,28,3.6545944516540554,79.70583333333333,12.41,350.71,124.1004287926321,7.215833333333333,4.5,11.25,2.2728494664120844,1065.9750000000001,731.0,6.183333333333334,18.366666666666667
10,12,11,54.0,54,54,0.0,30.404166666666665,30.4,30.41,0.005149286505445517,88.08333333333333,86,91,1.378954368902449,41.74916666666667,12.32,46.32,9.50403977104983,1.5925,0.0,3.37,1.120390556904154,249.0375,657.0,6.783333333333333,17.733333333333334
16,10,15,63.25,63,64,0.4522670168666438,30.48,30.48,30.48,0.0,25.083333333333332,22,27,1.6213537179739288,65.51666666666667,14.52,115.41,37.562433441679545,6.371666666666666,3.37,10.12,2.414305220341806,343.2266666666667,701.0,6.3,17.983333333333334
30,12,10,49.5,49,50,0.5222329678670912,30.34,30.34,30.34,0.0,64.75,49,74,8.432890154842305,34.39083333333333,21.93,76.86,21.867821298275995,1.7791666666666668,0.0,3.37,1.3088611172475193,338.48083333333335,657.0,6.95,17.9
19,12,14,55.333333333333336,55,56,0.49236596391732973,30.49,30.49,30.49,0.0,96.5,95,98,1.3142574813455319,83.77916666666667,5.1,138.03,43.134834153202,4.1225,2.25,6.75,1.386258043668769,148.27916666666667,656.0,6.866666666666667,17.8
10,11,11,64.0,63,65,0.4264014327112201,30.4725,30.47,30.48,0.004522670168666625,19.916666666666668,16,43,7.4888806462203235,284.7658333333333,0.11,359.91,123.18944099219583,6.09,1.12,10.12,2.169675300382734,885.0,677.0,6.466666666666667,17.75
21,10,13,53.666666666666664,53,54,0.49236596391732973,30.415833333333335,30.4,30.43,0.007929614610990034,83.66666666666667,80,87,2.3868325657594203,95.05666666666667,42.17,214.17,44.46582657877095,6.654166666666666,2.25,14.62,3.268503851036805,928.1883333333334,696.0,6.316666666666666,17.916666666666668
23,12,15,57.0,56,58,0.6030226891555268,30.4375,30.43,30.44,0.004522670168665976,62.75,58,67,3.980063955630497,82.59583333333333,27.26,336.59,85.89222733998834,7.403333333333333,4.5,10.12,1.8858002079336038,523.3983333333333,656.0,6.9,17.833333333333332
25,10,17,54.916666666666664,54,56,0.7929614610987619,30.429999999999996,30.43,30.43,0.0,95.25,94,96,0.7537783614444082,139.745,0.1,333.71,171.00508347042575,2.06,1.12,4.5,1.2560110016889328,41.449999999999996,691.0,6.35,17.866666666666667
5,9,12,63.36363636363637,63,64,0.5045249791095121,30.432727272727274,30.43,30.44,0.004670993664970363,66.36363636363636,65,67,0.8090398349558903,312.65909090909093,296.87,331.74,11.80405223179349,8.282727272727273,6.75,11.25,1.6895685301821342,1070.0136363636364,747.0,6.133333333333334,18.583333333333332
8,10,10,60.75,60,61,0.4522670168666455,30.433333333333334,30.43,30.44,0.004923659639174293,71.08333333333333,66,79,4.440686542607686,53.72333333333333,0.13,359.88,97.75202888695021,4.1225,2.25,6.75,1.3847817353451248,872.0416666666666,710.0,6.25,18.083333333333332
19,9,8,66.83333333333333,64,68,1.337115846843044,30.44666666666667,30.44,30.45,0.004923659639172792,18.166666666666668,15,23,2.3677121037112183,114.03333333333335,6.8,349.42,89.67261944868052,2.9975,1.12,4.5,1.2080722811006122,561.0916666666667,731.0,6.183333333333334,18.366666666666667
17,12,13,56.75,55,59,1.6583123951777006,30.250833333333333,30.24,30.26,0.007929614610990884,78.16666666666667,74,81,2.552479483786602,71.10583333333334,0.27,336.39,88.589239081621,5.059166666666667,1.12,9.0,2.649625902696912,669.5124999999999,656.0,6.85,17.783333333333335
11,12,10,52.583333333333336,52,54,0.6685579234215219,30.429166666666664,30.42,30.43,0.0028867513459487587,98.0,96,99,1.044465935734187,333.7658333333333,318.47,356.91,13.168945190266465,3.6533333333333338,2.25,5.62,1.1862341738255204,498.1266666666667,657.0,6.783333333333333,17.733333333333334
6,11,13,66.0,66,66,0.0,30.451666666666668,30.45,30.46,0.003892494720808619,45.083333333333336,37,52,4.541892543729746,180.915,20.74,358.67,161.51758010141862,7.029166666666666,2.25,11.25,3.185896358336317,845.3666666666667,680.0,6.433333333333334,17.766666666666666
20,9,12,63.333333333333336,62,65,0.9847319278346623,30.405833333333334,30.4,30.41,0.005149286505445393,56.083333333333336,39,65,8.106768589869638,18.233333333333334,0.12,47.89,18.72279424237804,7.1225,3.37,10.12,2.365448736978404,1054.5816666666667,730.0,6.183333333333334,18.35
3,12,7,45.0,45,45,0.0,30.326666666666664,30.31,30.33,0.006513389472788129,93.0,93,93,0.0,175.44583333333333,149.15,199.72,19.16879493453942,8.059166666666668,5.62,11.25,1.6511894243700553,66.97416666666668,661.0,6.7,17.716666666666665
31,10,16,49.25,48,52,1.356801050599937,30.4425,30.44,30.45,0.0045226701686654205,93.25,85,97,3.6212755161180925,69.77,28.95,134.13,32.14522896876837,4.873333333333334,2.25,6.75,1.615973297109113,154.8975,686.0,6.383333333333334,17.816666666666666
18,9,10,62.81818181818182,62,63,0.4045199174779444,30.480909090909094,30.48,30.49,0.0030151134457768705,55.45454545454545,49,60,3.297381881542882,63.81545454545455,12.96,171.0,54.15711132688603,5.213636363636364,2.25,9.0,2.3739725050104212,916.199090909091,732.0,6.183333333333334,18.383333333333333
28,12,15,48.75,47,50,1.1381803659589917,30.350000000000005,30.35,30.35,0.0,99.16666666666667,98,100,0.8348471099367235,104.12666666666667,11.07,351.82,117.181457137935,8.248333333333333,4.5,12.37,2.851675212072987,283.53000000000003,656.0,6.933333333333334,17.866666666666667
8,12,11,57.0,57,57,0.0,30.387,30.38,30.39,0.004830458915396655,86.8,86,89,1.0327955589886442,105.78600000000002,57.5,155.37,30.946939249122664,5.961,3.37,9.0,1.9167533313740015,370.889,659.0,6.75,17.733333333333334
26,9,9,57.333333333333336,57,58,0.4923659639173303,30.45,30.45,30.45,0.0,67.41666666666667,60,72,3.2879486097878807,123.09333333333335,2.38,339.69,105.32919903662501,7.216666666666666,3.37,10.12,2.512670919861005,762.8716666666666,723.0,6.2,18.25
6,11,8,60.0,57,62,1.5374122295716144,30.481666666666666,30.48,30.49,0.003892494720805906,17.916666666666668,17,20,1.240112409372146,63.73333333333333,15.1,107.36,24.092978355956866,5.341666666666666,1.12,9.0,2.4981114078560642,482.87083333333334,680.0,6.433333333333334,17.766666666666666
20,11,12,53.583333333333336,53,54,0.5149286505444365,30.420833333333334,30.41,30.43,0.006685579234213456,98.5,97,99,0.674199862463243,79.98416666666667,0.1,271.29,82.3815554663822,7.028333333333333,3.37,11.25,2.588983069340804,582.5425,668.0,6.566666666666666,17.7
3,10,11,54.166666666666664,54,55,0.38924947208076044,30.4575,30.45,30.46,0.004522670168666705,100.16666666666667,99,101,0.7177405625652743,60.42666666666667,31.57,132.3,29.31610706306916,6.560833333333334,2.25,10.12,2.4375973951015903,305.56,715.0,6.233333333333333,18.15
3,12,14,45.0,45,45,0.0,30.28333333333333,30.28,30.29,0.0049236596391727125,93.0,93,93,0.0,303.89166666666665,284.71,320.97,10.276017829112723,6.3725,4.5,7.87,0.9985819491112929,72.86416666666666,661.0,6.7,17.716666666666665
17,9,11,57.25,57,58,0.45226701686664533,30.488333333333333,30.48,30.49,0.003892494720805906,100.08333333333333,100,101,0.28867513459481686,96.15666666666668,9.02,356.31,89.74426994454181,5.53,2.25,9.0,1.8245148794829122,466.97749999999996,734.0,6.166666666666667,18.4
7,11,16,59.666666666666664,58,61,1.302677894557859,30.405,30.4,30.41,0.005222329678672187,59.416666666666664,46,64,5.468227788919839,49.72,0.1,344.83,94.06511139534244,3.841666666666667,2.25,10.12,2.4662479169537654,240.86416666666665,679.0,6.45,17.766666666666666
24,10,11,59.72727272727273,59,60,0.4670993664969143,30.44636363636364,30.44,30.45,0.005045249791093969,59.54545454545455,52,64,3.777926319123662,93.93909090909091,0.15,359.37,127.09553253002605,8.895454545454545,4.5,14.62,3.642379342233215,940.4363636363636,692.0,6.35,17.883333333333333
29,9,12,63.0,62,64,0.6030226891555274,30.449166666666667,30.44,30.46,0.00668557923421475,43.833333333333336,39,54,4.549392233801092,112.87666666666667,20.44,359.46,118.91367276178534,8.81,1.12,15.75,4.571981865867162,1032.7124999999999,720.0,6.216666666666667,18.216666666666665
19,9,17,62.18181818181818,60,63,1.078719779941188,30.40090909090909,30.4,30.41,0.0030151134457792996,65.63636363636364,58,77,6.34464699211433,32.415454545454544,15.33,61.47,13.939707574864233,2.4527272727272726,0.0,4.5,1.2129723072608947,200.11636363636364,731.0,6.183333333333334,18.366666666666667
2,10,11,57.333333333333336,57,58,0.4923659639173293,30.46166666666667,30.46,30.47,0.0038924947208071044,96.58333333333333,94,99,2.151461800448222,83.01666666666667,28.81,344.99,85.47325933065886,6.746666666666667,1.12,11.25,2.958117747159603,783.6283333333334,716.0,6.233333333333333,18.166666666666668
11,9,16,57.166666666666664,56,58,0.8348471099367221,30.458333333333332,30.45,30.46,0.003892494720807977,95.91666666666667,92,99,2.3143164446679716,30.30333333333333,3.49,65.94,18.60974443346248,3.1858333333333335,0.0,5.62,1.503350550865592,105.705,740.0,6.15,18.483333333333334
2,11,13,63.0,63,63,0.0,30.424166666666668,30.42,30.43,0.005149286505443146,23.583333333333332,21,27,2.314316444667972,66.4675,0.11,276.16,80.74059957948384,6.840833333333333,1.12,11.25,3.163560877277759,886.1166666666667,684.0,6.4,17.8
22,11,12,48.333333333333336,48,49,0.492365963917331,30.405833333333334,30.4,30.42,0.006685579234215585,102.0,102,102,0.0,86.43,12.53,215.19,49.42386744000587,6.746666666666667,3.37,10.12,2.0357055213603386,513.8141666666667,667.0,6.583333333333333,17.7
4,10,9,54.416666666666664,53,56,0.7929614610987576,30.47,30.47,30.47,0.0,99.83333333333333,98,101,0.7177405625652747,77.65583333333333,37.88,161.04,39.103958055496896,3.2783333333333338,0.0,6.75,1.6936020426262715,417.1891666666667,714.0,6.233333333333333,18.133333333333333
27,11,10,53.5,52,55,0.7977240352174654,30.4825,30.48,30.49,0.004522670168665657,61.083333333333336,49,81,10.782631938221368,124.61500000000001,54.81,353.54,81.84478941597598,7.403333333333333,3.37,12.37,2.8563114591226135,769.8591666666666,664.0,6.633333333333333,17.7
10,12,16,50.0,50,50,0.0,30.367500000000003,30.36,30.38,0.00621581560508288,102.0,102,102,0.0,25.998333333333335,25.99,26.01,0.005773502691896522,0.935,0.0,2.25,0.8068288091489589,27.39,657.0,6.783333333333333,17.733333333333334
17,9,8,55.333333333333336,55,56,0.4923659639173293,30.484166666666667,30.48,30.49,0.005149286505443205,101.0,101,101,0.0,78.66916666666667,10.33,137.7,36.16032644118874,6.655,2.25,11.25,2.5134167255677355,292.925,734.0,6.166666666666667,18.4
28,11,11,60.166666666666664,59,62,0.9374368665610902,30.458333333333332,30.45,30.46,0.0038924947208074825,35.5,19,61,13.701360250985038,88.71249999999999,6.33,345.92,90.56114098672886,5.904166666666666,3.37,7.87,1.6004059617560298,862.7033333333334,663.0,6.65,17.7
9,10,16,60.416666666666664,60,61,0.5149286505444353,30.39,30.39,30.39,0.0,75.41666666666667,72,80,2.503028468705757,52.134166666666665,6.85,359.91,97.44918829442565,3.9358333333333335,0.0,6.75,2.275875289494864,340.1025,708.0,6.266666666666667,18.066666666666666
24,10,17,51.583333333333336,51,53,0.6685579234215194,30.429999999999996,30.43,30.43,0.0,99.75,99,100,0.4522670168666491,80.7725,27.62,142.42,35.75485551896159,4.591666666666667,1.12,9.0,2.5593174989840675,39.6625,692.0,6.35,17.883333333333333
9,11,9,57.916666666666664,56,59,1.1645001528813137,30.4675,30.46,30.47,0.0045226701686647735,44.833333333333336,42,49,2.124888588879782,306.9775,3.01,359.89,97.24506915520189,3.6533333333333338,1.12,7.87,1.9262225555042523,650.285,677.0,6.466666666666667,17.75
20,9,14,61.333333333333336,59,63,1.3706888336846883,30.382499999999997,30.38,30.39,0.004522670168666625,79.83333333333333,75,85,3.6139460511477,55.63083333333333,0.1,359.92,100.27508704090268,6.56,4.5,9.0,1.5792172975012884,761.5174999999999,730.0,6.183333333333334,18.35
9,12,17,51.75,51,52,0.4522670168666463,30.39,30.38,30.4,0.00603022689155344,94.33333333333333,91,97,1.7752507291971882,267.13166666666666,154.18,353.61,68.90265027668757,4.404166666666667,0.0,7.87,2.5579518025643924,4.596666666666667,658.0,6.766666666666667,17.733333333333334
22,12,14,59.333333333333336,59,60,0.49236596391733,30.399999999999995,30.4,30.4,0.0,56.833333333333336,46,66,5.936533015357049,107.69833333333332,19.82,348.34,94.43231407957893,8.153333333333334,3.37,18.0,4.186326950123859,700.3633333333333,656.0,6.883333333333333,17.816666666666666
20,10,14,56.0,56,56,0.0,30.425833333333333,30.42,30.43,0.005149286505443313,76.5,70,79,2.8123105996832782,49.2925,0.66,359.92,99.44875977333525,6.841666666666666,1.12,10.12,2.8960186882035552,769.77,697.0,6.316666666666666,17.933333333333334
31,10,17,47.0,46,48,0.7385489458759976,30.4525,30.45,30.46,0.0045226701686681935,97.75,95,99,1.4222261679238188,84.63583333333334,26.74,149.28,39.69616296051645,5.06,1.12,10.12,2.515374542868137,23.61,686.0,6.383333333333334,17.816666666666666
18,10,10,58.75,58,59,0.4522670168666458,30.456666666666667,30.45,30.46,0.0049236596391745505,94.41666666666667,93,95,0.6685579234215191,108.75,22.61,359.92,119.09317200487111,8.715833333333334,3.37,15.75,3.9308718864749057,813.8516666666666,699.0,6.3,17.95
12,12,16,50.583333333333336,50,51,0.5149286505444365,30.308333333333334,30.3,30.31,0.0038924947208065085,102.0,102,102,0.0,305.6875,283.04,324.34,13.915794901020666,14.2475,7.87,21.37,3.7266097802889764,116.83083333333333,657.0,6.8,17.75
