Day,Month,Hour,Temperature_mean,Temperature_min,Temperature_max,Temperature_std,Pressure_mean,Pressure_min,Pressure_max,Pressure_std,Humidity_mean,Humidity_min,Humidity_max,Humidity_std,WindDirection_mean,WindDirection_min,WindDirection_max,WindDirection_std,Speed_mean,Speed_min,Speed_max,Speed_std,Radiation_mean,SunDurationMinutes_mean,TimeSunRise_first,Proportion_Of_Day,Hour_Sin,Hour_Cos,Temp_Ratio,Wind_Energy,WindDir_Sin,WindDir_Cos,Humidity_Ratio,Time_To_Noon,Wind_Humidity_Interaction,Temp_Time_Interaction
1,9,18,57.0,56,58,0.8944271909999161,30.44,30.44,30.44,0.0,57.5,54,61,2.6645825188948447,104.50666666666666,39.39,142.83,40.06003378264509,3.7483333333333335,2.25,6.75,1.694183185687624,12.375,751.0,6.116666666666666,0.9494007989347537,-1.0,-1.8369701987210297e-16,0.9827586206896551,14.05000277777778,0.968118500788169,-0.25049265145242894,0.9426229508196722,5.625,215.52916666666667,54.11584553928096
1,10,7,51.416666666666664,51,52,0.514928650544437,30.460833333333337,30.45,30.47,0.0051492865054429,100.83333333333331,100,101,0.3892494720807606,108.40749999999998,63.86,143.45,29.41719012754277,5.060833333333334,2.25,9.0,1.8272107821552064,137.54666666666665,718.0,6.216666666666667,0.06545961002785512,0.9659258262890683,-0.25881904510252063,0.9887820512820512,25.612034027777785,0.9488346851529315,-0.3157732418219399,0.9983498349834982,5.200000000000002,510.3006944444444,3.3657149489322173
1,10,8,53.55555555555556,52,54,0.7264831572567778,30.47,30.47,30.47,0.0,100.44444444444444,100,101,0.5270462766947286,79.68222222222222,32.56,173.9,47.06840388673111,4.122222222222223,1.12,9.0,2.3880576719259614,442.19888888888886,718.0,6.216666666666667,0.14902506963788295,0.8660254037844387,-0.49999999999999983,0.9917695473251029,16.992716049382718,0.9838295116866209,0.17910748709773447,0.9944994499449945,4.200000000000002,414.05432098765436,7.981120396162176
1,10,9,54.8,54,56,0.7888106377466153,30.476,30.47,30.48,0.0051639777949436,98.0,94,100,1.9436506316151003,83.58000000000001,4.21,185.56,53.52795967218129,5.96,2.25,7.87,1.84077278457838,506.991,718.0,6.216666666666667,0.2325905292479108,0.7071067811865476,-0.7071067811865475,0.9785714285714285,35.5216,0.9937289486199696,0.11181581585200612,0.98,3.200000000000002,584.08,12.745961002785512
1,10,10,55.111111111111114,54,56,0.7817359599705717,30.47888888888889,30.47,30.48,0.0033333333333346,97.0,95,100,2.121320343559643,87.46333333333334,35.7,185.83,50.70563208362558,5.6211111111111105,3.37,12.37,3.421554633658669,453.5355555555555,718.0,6.216666666666667,0.3161559888579386,0.49999999999999994,-0.8660254037844387,0.9841269841269842,31.596890123456784,0.9990201026040691,0.044258723354331016,0.97,2.200000000000002,545.2477777777777,17.423707830393063
1,10,11,57.36363636363637,56,59,0.8090398349558899,30.462727272727275,30.46,30.47,0.0046709936649675,96.0,88,100,3.7947331922020577,78.03181818181818,18.01,158.82,42.90861284595013,7.667272727272728,4.5,11.25,1.8710429760381824,942.1336363636364,718.0,6.216666666666667,0.3997214484679664,0.258819045102521,-0.9659258262890682,0.9722650231124808,58.78707107438017,0.9782629099229164,0.20736846208897802,0.96,1.200000000000002,736.0581818181819,22.92947581666244
1,10,12,57.375,56,58,0.7440238091428434,30.44625,30.44,30.45,0.0051754916950661,95.625,93,98,1.6850180160122123,53.95,6.63,127.04,42.092333879562574,7.5925,3.37,11.25,2.740837984475343,966.9275,718.0,6.216666666666667,0.4832869080779943,1.2246467991473532e-16,-1.0,0.9892241379310345,57.64605625,0.808503746991876,0.5884910289036669,0.9757653061224489,0.20000000000000195,726.0328125,27.728586350974922
1,10,13,57.0,55,59,1.128152149635533,30.4325,30.42,30.44,0.0062158156050809,96.25,92,100,2.701009912135561,92.73,1.17,355.12,115.0336937992122,6.3725,1.12,11.25,2.5542090930284256,620.2658333333334,718.0,6.216666666666667,0.566852367688022,-0.2588190451025208,-0.9659258262890683,0.9661016949152542,40.60875624999999,0.9988650731575204,-0.04762946174398202,0.9625,0.799999999999998,613.353125,32.310584958217255
1,10,14,55.2,55,56,0.4472135954999586,30.420000000000005,30.42,30.42,0.0,100.0,100,100,0.0,149.08,26.66,352.2,131.77763467295958,6.748,3.37,9.0,2.6394260739789623,476.9059999999999,718.0,6.216666666666667,0.65041782729805,-0.4999999999999998,-0.8660254037844388,0.9857142857142858,45.535504,0.5138407419213793,-0.8578855937371175,1.0,1.799999999999998,674.8000000000001,35.90306406685236
1,10,15,54.72727272727273,54,55,0.4670993664969129,30.42,30.42,30.42,0.0,101.0,101,101,0.0,113.06,10.65,350.99,122.64653684470672,6.134545454545455,2.25,9.0,1.9061341171930355,295.8118181818182,718.0,6.216666666666667,0.7339832869080778,-0.7071067811865471,-0.7071067811865479,0.9950413223140496,37.6326479338843,0.9200951761230768,-0.3916948644991969,1.0,2.799999999999998,619.5890909090909,40.16890351987844
1,10,16,53.3,53,54,0.4830458915396473,30.425,30.42,30.43,0.0052704627669445,101.0,101,101,0.0,101.832,2.31,174.08,58.774855130026104,5.397,2.25,7.87,1.8206473207808993,151.041,718.0,6.216666666666667,0.8175487465181056,-0.8660254037844384,-0.5000000000000004,0.9870370370370369,29.127609000000003,0.9787530239582539,-0.2050427226032996,1.0,3.799999999999998,545.097,43.575348189415024
1,10,17,52.6,52,53,0.5163977794943218,30.434000000000005,30.43,30.44,0.0051639777949444,101.2,101,102,0.4216370213557837,68.369,0.12,133.96,42.70422082964009,4.947,3.37,7.87,1.69462581907236,60.635000000000005,718.0,6.216666666666667,0.9011142061281334,-0.9659258262890683,-0.25881904510252063,0.9924528301886792,24.472809,0.9295771752572694,0.36862755626881166,0.9921568627450981,4.799999999999998,500.63640000000004,47.39860724233982
1,10,18,51.916666666666664,51,52,0.2886751345948125,30.441666666666663,30.44,30.45,0.0038924947208066,102.0,102,102,0.0,85.24249999999999,3.49,196.38,57.14968545606592,4.1225,1.12,7.87,2.054459119264064,2.3108333333333335,718.0,6.216666666666667,0.9846796657381612,-1.0,-1.8369701987210297e-16,0.9983974358974359,16.995006249999996,0.9965546543908363,0.08293865692161173,1.0,5.799999999999998,420.49499999999995,51.12128597957287
1,11,7,45.77777777777778,45,47,0.8333333333333334,30.47888888888889,30.47,30.48,0.0033333333333344,57.111111111111114,53,59,2.147349787787521,165.1266666666667,143.83,179.41,13.9729596006,7.247777777777778,5.62,10.12,1.698622808172681,85.37222222222222,684.0,6.4,0.05263157894736839,0.9659258262890683,-0.25881904510252063,0.9739952718676123,52.53028271604939,0.2566829934707107,-0.9664956496864924,0.967984934086629,5.1000000000000005,413.9286419753087,2.4093567251461976
1,11,8,50.125,47,56,3.440826312717008,30.49,30.48,30.5,0.0053452248382476,47.375,34,54,8.140507179706749,150.72625,121.8,180.44,24.95661660762532,5.20125,3.37,6.75,1.1938346080712232,392.04,684.0,6.4,0.14035087719298242,0.8660254037844387,-0.49999999999999983,0.8950892857142857,27.0530015625,0.48898286279915626,-0.8722933909463843,0.8773148148148148,4.1000000000000005,246.40921875,7.035087719298244
1,11,9,56.9,56,58,0.7378647873726216,30.502,30.5,30.51,0.0042163702135588,33.6,32,35,1.1737877907772671,83.897,35.25,135.18,40.14630688701847,5.172,0.0,14.62,4.598315633649637,432.8970000000001,684.0,6.4,0.22807017543859645,0.7071067811865476,-0.7071067811865475,0.9810344827586207,26.749584,0.994332378796426,0.1063161346035528,0.9600000000000001,3.1000000000000005,173.7792,12.977192982456138
1,11,10,57.77777777777778,57,59,0.666666666666667,30.5,30.5,30.5,0.0,33.77777777777778,32,36,1.5634719199411444,106.74111111111112,41.01,152.18,37.8195245357621,5.621111111111111,1.12,10.12,3.0282273876165755,631.0288888888889,684.0,6.4,0.3157894736842105,0.49999999999999994,-0.8660254037844387,0.9792843691148776,31.59689012345679,0.9576160601589278,-0.28804770668362006,0.9382716049382717,2.1000000000000005,189.86864197530866,18.24561403508772
1,11,11,57.5,57,58,0.5773502691896247,30.487499999999997,30.48,30.49,0.0049999999999984,40.5,38,45,3.1091263510296048,68.8775,29.72,103.58,38.86443650691465,3.935,2.25,5.62,1.4510800575203744,601.9325,684.0,6.4,0.40350877192982454,0.258819045102521,-0.9659258262890682,0.9913793103448276,15.484225,0.9328120924765797,0.36036315034901234,0.9,1.1000000000000005,159.3675,23.20175438596491
1,11,12,57.888888888888886,57,59,0.9279607271383378,30.471111111111114,30.47,30.48,0.0033333333333342,43.888888888888886,38,50,3.7230513172814454,87.5888888888889,33.72,147.86,38.49489688401713,5.121111111111111,1.12,7.87,2.2580768612053737,813.4488888888889,684.0,6.4,0.49122807017543857,1.2246467991473532e-16,-1.0,0.9811676082862523,26.225779012345683,0.9991146905559255,0.04206940830743079,0.8777777777777778,0.10000000000000053,224.75987654320988,28.436647173489277
