"Day","Month","Hour","Temperature_mean","Temperature_min","Temperature_max","Temperature_std","Pressure_mean","Pressure_min","Pressure_max","Pressure_std","Humidity_mean","Humidity_min","Humidity_max","Humidity_std","WindDirection_mean","WindDirection_min","WindDirection_max","WindDirection_std","Speed_mean","Speed_min","Speed_max","Speed_std","Radiation_mean","SunDurationMinutes_mean","TimeSunRise_first","TimeSunSet_first","Proportion_Of_Day","Hour_Sin","Hour_Cos","Temp_Amplitude","Temp_Ratio","Wind_Energy","WindDir_Sin","WindDir_Cos","Humidity_Ratio","Time_To_Noon","Wind_Humidity_Interaction","Temp_Time_Interaction"
1,9,17,59.3333333333333,58,62,1.4142135623731,30.4344444444444,30.43,30.44,0.00527046276694806,56.3333333333333,54,60,1.87082869338697,90.37,30.91,150.09,39.6070700759347,4.49666666666667,1.12,9,2.81300106647687,118.138888888889,751,6.11666666666667,18.6333333333333,0.869507323568575,-0.965925826289068,-0.258819045102521,4,0.956989247311828,20.2200111111111,0.999979149010077,-0.00645767334904401,0.938888888888889,4.625,253.312222222222,51.5907678650688
1,9,18,57,56,58,0.894427190999916,30.44,30.44,30.44,0,57.5,54,61,2.66458251889484,104.506666666667,39.39,142.83,40.0600337826451,3.74833333333333,2.25,6.75,1.69418318568762,12.375,751,6.11666666666667,18.6333333333333,0.949400798934754,-1,-1.83690953073357e-16,2,0.982758620689655,14.0500027777778,0.968118500788169,-0.250492651452429,0.942622950819672,5.625,215.529166666667,54.115845539281
1,10,7,51.4166666666667,51,52,0.514928650544437,30.4608333333333,30.45,30.47,0.00514928650544297,100.833333333333,100,101,0.389249472080761,108.4075,63.86,143.45,29.4171901275428,5.06083333333333,2.25,9,1.82721078215521,137.546666666667,718,6.21666666666667,18.1833333333333,0.0654596100278551,0.965925826289068,-0.258819045102521,1,0.988782051282051,25.6120340277778,0.948834685152931,-0.31577324182194,0.998349834983498,5.2,510.300694444445,3.36571494893222
1,10,8,53.5555555555556,52,54,0.726483157256778,30.47,30.47,30.47,0,100.444444444444,100,101,0.527046276694729,79.6822222222222,32.56,173.9,47.0684038867311,4.12222222222222,1.12,9,2.38805767192596,442.198888888889,718,6.21666666666667,18.1833333333333,0.149025069637883,0.866025403784439,-0.5,2,0.991769547325103,16.9927160493827,0.983829511686621,0.179107487097734,0.994499449944995,4.2,414.054320987654,7.98112039616218
1,10,9,54.8,54,56,0.788810637746615,30.476,30.47,30.48,0.00516397779494365,98,94,100,1.9436506316151,83.58,4.21,185.56,53.5279596721813,5.96,2.25,7.87,1.84077278457838,506.991,718,6.21666666666667,18.1833333333333,0.232590529247911,0.707106781186548,-0.707106781186547,2,0.978571428571429,35.5216,0.99372894861997,0.111815815852006,0.98,3.2,584.08,12.7459610027855
1,10,10,55.1111111111111,54,56,0.781735959970572,30.4788888888889,30.47,30.48,0.00333333333333469,97,95,100,2.12132034355964,87.4633333333333,35.7,185.83,50.7056320836256,5.62111111111111,3.37,12.37,3.42155463365867,453.535555555556,718,6.21666666666667,18.1833333333333,0.316155988857939,0.5,-0.866025403784439,2,0.984126984126984,31.5968901234568,0.999020102604069,0.044258723354331,0.97,2.2,545.247777777778,17.4237078303931
1,10,11,57.3636363636364,56,59,0.80903983495589,30.4627272727273,30.46,30.47,0.00467099366496757,96,88,100,3.79473319220206,78.0318181818182,18.01,158.82,42.9086128459501,7.66727272727273,4.5,11.25,1.87104297603818,942.133636363636,718,6.21666666666667,18.1833333333333,0.399721448467967,0.258819045102521,-0.965925826289068,3,0.972265023112481,58.7870710743802,0.978262909922916,0.207368462088978,0.96,1.2,736.058181818182,22.9294758166624
1,10,12,57.375,56,58,0.744023809142843,30.44625,30.44,30.45,0.00517549169506618,95.625,93,98,1.68501801601221,53.95,6.63,127.04,42.0923338795626,7.5925,3.37,11.25,2.74083798447534,966.9275,718,6.21666666666667,18.1833333333333,0.483286908077994,1.22460635382238e-16,-1,2,0.989224137931034,57.64605625,0.808503746991876,0.588491028903667,0.975765306122449,0.2,726.0328125,27.7285863509749
1,10,13,57,55,59,1.12815214963553,30.4325,30.42,30.44,0.00621581560508092,96.25,92,100,2.70100991213556,92.73,1.17,355.12,115.033693799212,6.3725,1.12,11.25,2.55420909302843,620.265833333333,718,6.21666666666667,18.1833333333333,0.566852367688022,-0.258819045102521,-0.965925826289068,4,0.966101694915254,40.60875625,0.99886507315752,-0.047629461743982,0.9625,0.8,613.353125,32.3105849582173
1,10,14,55.2,55,56,0.447213595499959,30.42,30.42,30.42,0,100,100,100,0,149.08,26.66,352.2,131.77763467296,6.748,3.37,9,2.63942607397896,476.906,718,6.21666666666667,18.1833333333333,0.65041782729805,-0.5,-0.866025403784439,1,0.985714285714286,45.535504,0.513840741921379,-0.857885593737117,1,1.8,674.8,35.9030640668524
